amount,historical_avg_amount,amount_multiplier,is_new_recipient,is_new_vpa_destination,is_new_originating_phone,relationship_age_days,historical_successful_txns,urgency_score,time_of_day_hour,velocity_last_24h,is_fraud
8764.2,11098.06692827193,0.7897050068978754,0,1,0,592,29,0.075,6,0,0
5757.8,6279.651570696012,0.9168977197451675,0,0,0,281,12,0.332,14,0,0
33193.45,21366.623332088173,1.5535186749240981,0,0,0,227,18,0.122,15,2,0
16393.93,14316.091482551277,1.1451404076762812,0,0,0,396,16,0.154,16,0,0
10376.56,10608.489636083765,0.978136923031185,0,0,0,499,18,0.157,8,1,0
4577.79,4417.306314324054,1.0363304158538975,0,0,0,367,9,0.03,16,0,0
2959.94,3402.5116504969096,0.8699289226660228,0,0,0,85,2,0.194,8,0,0
5155.57,6473.931266588407,0.7963590083491051,1,1,1,2,0,0.448,7,6,1
7392.66,5844.340468035252,1.264926096823762,0,1,0,45,1,0.478,8,1,1
2257.41,2202.655503308843,1.0248566560244494,0,0,0,62,2,0.788,14,1,0
26697.81,33705.59033219208,0.7920883740581673,0,0,0,622,24,0.15,16,3,0
10271.31,6007.241519497571,1.709821260588855,0,0,0,708,37,0.188,12,0,0
4956.45,2580.3771405222915,1.9208237018311216,0,0,0,714,39,0.054,12,0,0
21705.12,26307.251434909576,0.8250622980594409,0,0,0,738,67,0.237,13,2,0
2510.04,5850.164186690722,0.42905465747892896,0,0,0,217,5,0.112,10,2,0
5460.06,3872.837865025525,1.4098351994347054,0,1,0,536,18,0.173,10,2,0
16397.33,20882.121996734622,0.7852328475908024,1,1,1,403,31,0.58,10,1,0
15697.38,24268.613520596715,0.6468180293739944,0,1,0,567,18,0.108,9,0,0
4498.03,5552.542393893087,0.8100848417661868,0,0,0,540,27,0.128,12,0,0
3121.54,4851.301435528316,0.6434432853642875,0,0,0,553,42,0.235,11,2,0
6013.08,13793.756158863762,0.4359276496572405,0,0,0,727,30,0.456,10,0,0
10340.52,11498.972789121952,0.8992562773067533,0,0,0,42,1,0.097,13,0,0
29380.56,22623.79594780222,1.2986572153532137,0,1,0,238,6,0.273,13,0,0
7932.18,6170.229260788106,1.2855575067773395,0,0,0,462,11,0.368,13,1,0
32837.45,29977.115271073446,1.095417313237405,0,0,0,359,25,0.299,12,1,0
7495.27,6221.1420420876075,1.204806294065242,0,0,0,578,36,0.124,10,1,0
23371.71,23336.973399308965,1.001488290762466,0,0,0,470,18,0.335,8,1,0
7990.52,4279.302689104501,1.8672472908861517,0,0,0,480,17,0.108,7,0,0
22698.16,36789.57385978275,0.616972563088304,0,0,0,119,9,0.044,10,0,0
20669.0,18129.093926636968,1.140100982352219,0,0,0,202,25,0.24,15,2,0
2451.31,2952.229674933765,0.8303258218960591,0,0,0,208,7,0.313,10,0,0
16433.64,7767.841547265493,2.115598791088808,0,1,0,140,4,0.566,16,1,1
59851.4,36317.47029230031,1.6480056923091242,0,0,0,322,26,0.222,7,0,0
4189.36,3972.592708430109,1.0545667245541508,0,0,0,600,24,0.693,15,0,0
10182.82,11847.102034960039,0.8595198384453285,0,0,0,704,39,0.098,14,0,0
38955.79,30648.309283616305,1.2710582446217225,0,0,0,461,32,0.255,9,0,0
3440.69,3145.3826739363503,1.0938853000767552,0,0,0,382,22,0.366,15,2,0
14000.42,11632.699586535578,1.2035402344860335,0,0,0,256,23,0.393,9,3,0
3416.02,3490.7019016185313,0.9786055152905226,0,0,0,599,59,0.438,15,0,0
13040.44,9187.281116368884,1.4194017566136112,0,0,0,723,20,0.398,6,1,0
23582.91,17413.43885505621,1.354293414276154,0,0,0,366,36,0.109,19,1,0
23738.57,18643.53593699954,1.273286779829822,0,0,0,794,39,0.506,11,2,0
26417.4,27888.022793921347,0.947266993138708,1,1,1,528,13,0.345,17,1,0
2898.9,6010.530991715807,0.4823033190525947,0,0,0,397,10,0.068,8,1,0
3789.31,3471.291164635007,1.091613159600127,0,0,0,693,69,0.124,6,3,0
20748.46,20747.636613761326,1.0000397808583035,0,0,0,110,3,0.311,12,1,0
94408.82,48114.55088635509,1.9621677575976646,0,0,0,462,13,0.251,10,2,0
7091.49,10316.014910858798,0.6874252003737755,0,0,0,586,41,0.183,2,0,0
7782.96,5594.071025115052,1.391287080599271,0,1,0,238,7,0.849,11,1,1
8077.69,7089.196464264484,1.1394359286504425,0,0,0,775,48,0.305,11,1,0
18697.94,15671.345423263034,1.1931294836258932,0,0,0,276,19,0.173,14,0,0
2708.5,6000.104797154341,0.4514085794555462,0,0,0,641,30,0.337,0,1,0
6317.07,5899.096869908784,1.0708545667176959,1,1,1,426,18,0.325,5,3,0
472777.22,55159.70848825584,8.571060897008838,1,1,1,56,0,0.996,22,4,1
13950.74,12406.678106798596,1.124454318846995,0,0,0,559,14,0.555,7,2,0
1984.76,4403.0149199760035,0.45077338175078313,0,0,0,239,7,0.488,13,0,0
2631.71,4934.716902366272,0.5333060775818211,0,0,0,630,24,0.426,11,0,0
51821.49,29486.955862501283,1.7574378816738494,0,0,0,94,3,0.13,18,0,0
11441.21,8583.254336457105,1.3329683431815191,0,0,0,510,17,0.541,8,1,0
73607.63,26140.176712245706,2.8158811227542118,0,0,0,323,24,0.111,10,2,0
14278.75,14008.692301578794,1.0192780779510848,0,0,0,765,31,0.364,9,0,0
4577.67,10234.673900326301,0.4472703145328074,0,0,0,336,15,0.166,7,1,0
23400.01,16954.905854293684,1.3801323582574256,0,0,0,61,2,0.276,9,2,0
19607.61,24189.889223284903,0.8105703372247296,0,0,0,29,1,0.264,7,0,0
5851.92,7538.286337586194,0.7762935115924291,0,0,0,671,39,0.12,10,0,0
5921.31,11151.361368083975,0.5309941795900174,0,0,0,313,10,0.299,11,0,0
32281.14,34866.11410746336,0.9258600949463526,0,0,0,596,59,0.179,18,1,0
2048.04,5690.018895945363,0.3599348225797026,0,0,0,244,8,0.228,7,2,0
5332.68,4630.473813830085,1.1516488124444653,0,0,0,796,26,0.588,7,3,0
9831.25,21474.440446943638,0.4578117775487951,0,0,0,773,64,0.175,7,1,0
5469.92,2956.3568320506633,1.8502227677079914,1,1,1,43,1,0.445,19,0,0
20583.24,19796.848837547022,1.0397228405573153,0,0,0,172,4,0.081,13,0,0
5915.8,5966.607541606541,0.9914840825678841,0,0,0,237,19,0.22,9,1,0
13821.04,13413.287628369426,1.030399013960267,0,0,0,339,14,0.075,14,0,0
20576.92,9346.800492545244,2.2014932730462276,0,0,0,101,6,0.23,14,1,0
17763.55,11282.839360397234,1.5743865594080584,0,0,0,560,24,0.312,9,2,0
25067.43,17394.29464955,1.4411292189660276,0,1,1,196,6,0.523,7,0,0
12201.56,9791.670546283674,1.2461157715042828,0,0,0,166,16,0.26,11,3,0
6604.14,2947.4139348148065,2.2406555214139496,0,0,0,700,63,0.104,15,1,0
2433.82,3158.7208216979925,0.7705095813184674,1,1,1,27,0,0.31,6,4,1
11974.35,15080.942373317894,0.7940052632477778,0,0,0,342,11,0.124,12,0,0
14639.48,6892.846220775211,2.1238654906548797,0,0,0,55,2,0.191,7,2,0
190820.46,31118.18122090846,6.132121384860053,1,1,1,37,0,0.875,2,2,1
24491.21,16847.927964165614,1.4536628115476198,0,0,0,305,12,0.365,16,1,0
2104.98,4028.875993013559,0.522472409973939,0,0,0,67,2,0.151,17,1,0
15357.54,16530.915039715102,0.9290193476860239,0,0,0,217,14,0.567,8,1,0
8174.13,7341.74990167314,1.1133757385821064,0,0,0,172,6,0.274,11,0,0
15933.57,16343.223421372579,0.9749340723891617,0,0,0,797,53,0.334,9,0,0
4413.46,3838.150652102244,1.149893136174409,0,0,0,217,7,0.078,15,0,0
9777.05,8028.531338203114,1.2177882196674095,0,0,0,46,2,0.171,9,3,0
46644.62,27910.368369356536,1.6712292820251566,0,0,0,359,25,0.438,12,1,0
26366.94,22846.967426572337,1.154067325154322,0,0,0,407,37,0.295,11,0,0
69055.33,34769.775585743475,1.9860735209669649,1,1,1,597,74,0.391,13,1,0
11611.28,12981.419650214575,0.8944538193827332,0,0,0,587,53,0.484,10,0,0
37227.56,38305.72289595796,0.9718537459155725,0,0,0,622,16,0.204,14,0,0
13424.69,12038.310342118446,1.1151640010341017,0,0,0,647,23,0.402,7,0,0
15160.13,6181.9768217789815,2.4523111023636943,0,1,0,187,6,0.441,8,1,1
5284.88,5276.8909342814395,1.0015141091518849,0,0,0,489,25,0.224,6,2,0
25622.72,11606.367761221662,2.207642974083548,0,0,0,434,12,0.285,9,0,0
9235.32,9923.520600324517,0.9306495014133045,0,0,0,717,21,0.415,17,1,0
47327.38,9999.568658976652,4.732942135152134,0,1,1,332,13,0.773,16,1,1
14886.02,19090.478965094746,0.7797616277036025,0,0,0,64,3,0.386,12,1,0
31112.21,38265.19457034883,0.813068088439681,0,0,0,353,18,0.306,9,0,0
3971.49,4242.601902714999,0.9360983574028329,0,0,0,747,20,0.273,15,0,0
21204.1,3898.386820874385,5.43919806376773,0,1,1,173,6,0.9,12,1,1
2153.09,3086.6269854056327,0.6975554746278967,0,0,0,269,9,0.234,11,2,0
11572.74,10843.568328536527,1.0672441675869275,0,0,0,264,11,0.046,8,0,0
14218.85,17103.70119182046,0.8313316028967368,1,1,1,650,27,0.071,9,0,0
7529.24,4560.688931223744,1.6508988342515383,0,0,0,318,39,0.094,15,0,0
16620.54,17686.094265801315,0.9397518813568715,0,0,0,109,4,0.199,11,0,0
27769.27,23450.33089152687,1.1841738375337696,0,0,0,221,18,0.32,8,2,0
3382.37,3317.8980104706957,1.0194303501229407,0,0,0,87,4,0.247,11,3,0
2692.97,2659.9707112320957,1.0124060067371559,0,0,0,140,4,0.576,5,1,0
1433.84,3288.937839619493,0.4359589962411697,0,0,0,94,7,0.441,14,1,0
16222.86,17281.47077165064,0.9387432115980433,0,0,0,494,24,0.511,9,2,0
1667.7,6519.930215979502,0.25578501398817255,1,1,1,10,0,0.378,0,6,1
102367.72,60310.79893801406,1.6973365292056974,0,0,0,314,28,0.253,16,0,0
15188.74,17517.463840075798,0.8670625354987096,0,0,0,736,52,0.079,9,0,0
9455.01,15218.467881284869,0.6212850503093176,0,0,0,478,18,0.398,6,0,0
20002.92,17508.73682208773,1.1424535847550294,0,0,0,501,26,0.228,3,1,0
11794.53,15635.52317217907,0.7543419426467801,0,0,0,61,2,0.15,17,0,0
52547.62,54916.84466766188,0.9568578697496258,0,0,0,692,34,0.178,12,2,0
6702.45,11421.883986282282,0.586807581777583,0,0,0,442,44,0.404,9,0,0
22440.43,8931.577433857166,2.512482621824968,0,0,0,326,14,0.03,12,0,0
2453.85,3331.050027010334,0.7366582503974144,0,0,0,443,31,0.398,14,1,0
2244.9,2616.396407013586,0.8580122832543992,0,0,0,669,30,0.143,9,0,0
32410.69,3175.8727523841217,10.20528654989093,1,1,1,46,0,0.916,23,4,1
21447.46,16709.601774898343,1.283540801680947,0,0,0,105,3,0.633,16,1,0
24660.72,26517.284774011245,0.9299866284195637,0,0,0,532,24,0.132,11,0,0
13154.98,12288.90296208207,1.0704761528032813,0,0,0,271,19,0.258,9,2,0
3236.8,2770.124779005241,1.1684661822155524,0,0,0,466,13,0.031,12,0,0
40257.32,46610.73965775109,0.8636920256140485,0,0,0,783,24,0.382,15,2,0
22805.18,31957.501618978593,0.713609703506014,0,0,0,42,3,0.474,12,1,0
19414.97,8746.72009120039,2.2196862528408894,0,0,0,465,38,0.514,8,0,0
13492.12,13158.491425593069,1.0253548652494775,0,0,0,529,26,0.381,11,1,0
15986.91,25205.557872698046,0.634261241933455,0,0,0,485,14,0.516,14,0,0
29603.79,17497.2837036499,1.6919076739327095,0,0,0,449,14,0.512,14,0,0
33897.09,21468.34621678374,1.5789332330402652,0,0,0,382,34,0.281,14,0,0
24811.83,20736.09940475058,1.1965522532806694,0,0,0,190,9,0.249,4,0,0
9684.75,11713.230536772056,0.8268213871758776,0,0,0,136,4,0.16,19,1,0
6775.91,6796.040856377039,0.9970373035111989,0,1,0,362,12,0.062,8,0,0
7859.04,6307.4738294466515,1.2459891967372287,0,0,0,600,17,0.564,14,2,0
7998.38,6587.711319835706,1.2141364343698309,0,0,0,183,8,0.478,5,0,0
10783.27,10413.46453083782,1.0355118727346937,1,1,1,17,1,0.505,11,0,0
8585.91,9651.372765433234,0.8896054906683547,0,0,0,522,20,0.413,4,2,0
8457.39,18209.361158062224,0.4644530643767828,0,0,0,601,16,0.085,13,2,0
157941.3,37555.45836407429,4.205548523423345,0,1,1,434,17,0.935,19,3,1
24612.74,16842.033848095805,1.4613875964850358,0,0,0,250,8,0.339,2,1,0
8109.2,7340.904492712746,1.1046589078211422,0,0,0,735,33,0.13,16,0,0
6278.79,7790.7723875296615,0.8059264404873492,0,0,0,369,19,0.187,12,1,0
4587.59,7161.202963685835,0.6406177758915308,0,0,0,184,5,0.167,6,1,0
14375.0,35772.244632554066,0.40184795192323586,0,0,0,302,25,0.236,8,0,0
3828.3,3891.211885674168,0.9838323311615051,0,0,0,365,36,0.275,11,0,0
18769.55,25819.631772547684,0.7269488294970273,0,0,0,16,1,0.261,9,2,0
39079.67,22823.964790071783,1.7122209373255393,0,1,0,85,2,0.686,11,1,1
19990.78,9623.236834130945,2.0773448329507422,0,0,0,403,12,0.412,13,0,0
20609.5,16645.82381946958,1.2381181145894984,0,0,0,144,8,0.092,16,1,0
2288.37,4602.625970397541,0.4971884070897623,0,0,0,596,21,0.46,12,0,0
6124.01,11525.606934168627,0.5313391147728977,0,0,0,286,12,0.149,13,1,0
32218.55,16995.654204413608,1.8956935680171432,0,0,0,96,2,0.072,7,1,0
24126.01,19373.328507683094,1.245321013643112,0,0,0,179,6,0.071,6,1,0
14491.93,17192.139771120128,0.842939369382803,0,0,0,30,1,0.239,9,0,0
31877.49,49676.04556010618,0.641707515503369,1,1,1,16,0,0.436,5,4,1
4543.56,7876.849536889667,0.5768249280212879,0,0,0,102,2,0.341,12,0,0
52210.52,38998.420209808995,1.3387854362713716,0,0,0,229,10,0.291,11,2,0
39982.97,40333.688005781754,0.9913045809544309,0,0,0,324,32,0.349,12,1,0
50658.47,37244.83891256379,1.3601473827398194,0,0,0,249,24,0.138,11,0,0
15759.07,12861.979900692524,1.2252448766029678,0,0,0,266,6,0.341,15,1,0
1447.35,3584.863363396307,0.4037404736848835,1,1,1,13,0,0.568,4,8,1
18795.51,17646.234136672,1.0651286602337375,0,0,0,414,13,0.295,11,1,0
4081.42,9228.347039322738,0.442269515338915,0,1,0,329,12,0.064,15,3,0
68140.38,20777.600053163238,3.2795117775206317,0,0,0,221,5,0.085,10,2,0
24832.22,28617.296919683547,0.8677347662024189,0,0,0,298,12,0.437,8,1,0
73362.2,45951.49720926422,1.5965137918753123,0,0,0,243,14,0.237,11,1,0
14771.46,16982.15486707459,0.8698226839661135,0,0,0,49,1,0.13,11,2,0
7674.47,2846.9256448125348,2.6957043938901326,0,0,0,566,70,0.173,13,2,0
15306.86,12263.279661523053,1.2481863607039196,0,0,0,625,48,0.106,10,0,0
20338.67,11606.894110036561,1.7522919150248808,0,0,0,364,36,0.382,6,0,0
3187.93,7405.083543925982,0.4305055123302017,0,0,0,41,1,0.151,13,0,0
36855.75,19759.0165841699,1.8652624088360286,0,0,0,19,1,0.315,18,0,0
2956.11,3329.737709975235,0.8877902801612835,0,0,0,312,9,0.626,5,1,0
1410.88,11698.303317121277,0.12060564576448386,1,1,1,2,0,0.356,6,8,1
31790.81,3422.219228498996,9.28953053739652,1,1,1,28,0,0.941,4,4,1
10680.58,8164.901713592336,1.3081088578942148,0,0,0,78,4,0.111,5,0,0
10281.52,28333.805750346295,0.3628709904429925,0,0,0,165,10,0.362,10,0,0
14803.62,10431.930952179853,1.4190680311572872,0,1,0,239,17,0.184,14,1,0
12849.17,21963.86464291455,0.5850142509020728,0,0,0,716,23,0.388,7,0,0
4056.46,5478.848584529976,0.7403862245779576,0,0,0,593,45,0.417,9,2,0
7329.46,5697.572258294824,1.2864180390155004,0,0,0,106,3,0.391,11,1,0
60099.36,27846.034366691227,2.158273609146042,0,0,0,462,28,0.202,1,0,0
3964.75,4104.806678910338,0.9658790962562304,0,0,0,676,26,0.027,12,2,0
28145.28,15966.977203421537,1.7627182769393863,0,0,0,232,21,0.062,8,1,0
1622.23,2160.9026156897335,0.7507171685304542,0,0,0,792,56,0.415,13,0,0
9215.89,17822.364931855045,0.5170967417469872,0,0,0,642,53,0.088,9,1,0
105323.17,53125.90135481127,1.982520189255545,0,0,0,265,11,0.449,16,3,0
25057.29,8030.444578958138,3.1202871917271087,0,0,0,348,8,0.2,6,2,0
29476.01,18681.623201863687,1.5778078149345118,1,1,1,776,24,0.083,8,0,0
6901.79,13789.248730354237,0.5005193325618702,0,0,0,115,8,0.064,8,0,0
29064.73,32278.00755439947,0.9004500071693349,0,0,0,337,10,0.405,12,3,0
18819.88,14894.185524724744,1.2635722202433364,0,0,0,306,11,0.45,15,0,0
11764.33,5884.480339214975,1.9992133202975857,0,0,0,372,16,0.393,9,0,0
46199.56,78626.7476238168,0.5875807372337017,0,0,0,687,57,0.386,10,1,0
14423.17,16442.52144893483,0.8771869490051096,0,0,0,89,2,0.461,10,0,0
4564.57,6036.566924079024,0.7561525480935415,0,0,0,651,21,0.257,15,3,0
11290.49,10778.539408201683,1.0474968540296703,0,0,0,499,49,0.147,8,0,0
74660.58,56695.90731536127,1.3168600746466004,0,0,0,243,9,0.416,7,2,0
10243.69,9736.872646585289,1.0520511105825159,0,0,0,545,16,0.452,10,2,0
2957.64,5733.241175648942,0.5158753003624167,0,0,0,193,14,0.143,21,2,0
20205.51,16070.522552661107,1.2573027446579155,0,0,0,236,8,0.135,13,2,0
13376.33,15519.992247373375,0.8618772923483101,1,1,1,258,19,0.262,6,0,0
2110.2,4351.98215194671,0.48488164228142416,0,0,0,697,25,0.183,8,0,0
2912.92,8289.781711141806,0.35138690762970526,0,0,0,644,42,0.199,19,0,0
4000.68,3274.535606458822,1.2217556871872857,0,0,0,186,5,0.073,9,0,0
13885.04,17184.85397253123,0.8079810967224937,1,1,1,721,18,0.36,6,0,0
15874.3,8266.824917984617,1.9202419363705454,0,0,0,455,13,0.257,13,0,0
14292.13,13945.655795423581,1.0248442952499879,0,0,0,364,19,0.029,11,0,0
1202.33,2286.080236865794,0.5259369136454498,0,0,0,420,16,0.431,15,1,0
3806.43,4250.722750052086,0.8954776050906139,0,0,0,107,11,0.349,11,1,0
69064.27,79277.32899024575,0.871173031016611,0,0,0,697,69,0.178,10,0,0
5117.67,2459.896501805825,2.080440914444297,0,0,0,634,18,0.215,17,3,0
3588.72,4538.225203277001,0.7907755963311325,0,0,0,387,48,0.403,10,1,0
27708.41,29259.80690765372,0.9469786632253036,0,0,0,771,23,0.423,11,0,0
