amount,historical_avg_amount,amount_multiplier,is_new_recipient,is_new_vpa_destination,is_new_originating_phone,relationship_age_days,historical_successful_txns,urgency_score,time_of_day_hour,velocity_last_24h,is_fraud
26792.79,32622.12852616612,0.821307298689793,0,0,0,604,33,0.497,20,2,0
23353.73,14361.047474183782,1.626185786697266,0,0,0,299,8,0.159,13,2,0
12525.47,8381.574017154815,1.494405536948266,0,0,0,138,9,0.197,2,2,0
40858.54,32510.966402237478,1.2567618947612444,0,0,0,576,38,0.163,6,1,0
14412.46,19700.30350361208,0.7315855254096989,0,0,0,606,46,0.312,12,1,0
10954.69,14998.134512389228,0.7304032817718712,0,0,0,764,31,0.44,9,0,0
29260.37,20129.77294416347,1.4535867146418961,0,0,0,270,15,0.101,12,1,0
8844.03,10039.220836545393,0.8809483149720279,0,0,0,626,32,0.356,11,1,0
29152.06,18850.713349943813,1.5464696703739333,0,0,0,654,21,0.176,11,0,0
31824.07,22899.742218552296,1.3897128457006667,0,0,0,457,30,0.163,10,1,0
26973.77,15593.874071935657,1.729767175026004,0,0,0,78,2,0.15,10,3,0
44803.03,17133.87585045318,2.6148802410579384,0,1,0,187,6,0.535,10,1,1
5868.34,5220.392384592418,1.1241180953154377,0,0,0,135,6,0.428,17,0,0
5989.74,8612.673920335183,0.6954564099479715,1,1,1,463,12,0.189,8,0,0
32425.52,42319.01871932176,0.7662162642796689,0,0,0,740,18,0.227,11,0,0
14087.13,6480.549719841431,2.173755116479309,0,0,0,89,3,0.428,12,0,0
31341.04,29003.78312408997,1.0805846201239555,0,0,0,135,3,0.147,8,2,0
18648.56,13757.273407433813,1.35554202031223,1,1,1,736,18,0.15,16,0,0
11469.85,19110.492754443905,0.6001858997677534,1,1,1,268,10,0.208,10,1,0
13560.42,15969.2332126039,0.8491589491595275,0,0,0,83,3,0.43,10,1,0
17531.95,11521.8205370236,1.5216305185144603,1,1,1,653,34,0.017,9,1,0
5711.65,9941.20179130834,0.574543688497179,0,0,0,220,8,0.656,7,0,0
12118.96,5342.689818789218,2.2683247408725458,0,0,0,614,24,0.223,13,2,0
117186.04,53215.06898181285,2.202121391391319,0,1,0,76,2,0.711,13,1,1
45646.25,16728.479563636698,2.728655319054479,0,0,0,402,25,0.39,12,0,0
14007.22,16464.502631817893,0.8507527750069238,0,0,0,747,19,0.066,9,0,0
2577.62,2909.7173041032393,0.8858657344977341,0,0,0,769,85,0.172,12,0,0
3499.12,4581.382646473552,0.7637689364214648,0,0,0,294,7,0.035,19,0,0
46277.08,43519.18092375998,1.063371981324896,0,0,0,782,25,0.362,10,0,0
90275.61,47183.864684413886,1.9132729153058088,0,0,0,785,25,0.187,12,1,0
30098.87,51770.023458378404,0.5813957205853587,0,0,0,611,15,0.678,14,2,0
5448.52,5275.710544377902,1.0327561364309166,0,0,0,30,1,0.329,15,1,0
13903.38,14642.857681005255,0.9494993783252389,0,0,0,434,14,0.32,18,3,0
10009.05,15492.727766361999,0.6460482671959622,0,0,0,391,16,0.148,12,1,0
13243.54,22476.279280090108,0.5892230978750368,1,1,1,319,26,0.165,11,0,0
10257.28,11406.11949356438,0.8992790029731053,0,0,0,28,1,0.318,10,1,0
8080.4,9528.651466685908,0.848010791599194,0,1,0,110,8,0.352,8,0,0
32838.82,10951.486857928283,2.998571781738016,0,0,0,68,3,0.255,11,1,0
15897.69,13826.717731209481,1.1497804488917025,0,0,0,31,1,0.459,8,0,0
20859.6,21683.490833084023,0.9620037087499709,0,0,0,37,1,0.315,8,3,0
5697.28,4355.872138452945,1.3079534523141307,0,0,0,471,27,0.186,13,2,0
42459.86,31476.151258941547,1.3489532658121273,0,0,0,735,36,0.157,21,0,0
45906.07,47864.0608916297,0.9590927068195401,0,0,0,571,31,0.06,16,3,0
3024.65,6342.867963803888,0.4768584887664442,0,0,0,68,5,0.105,14,0,0
13374.96,11432.287687421805,1.169928467863314,0,0,0,710,29,0.319,19,1,0
1822.38,3613.72088926823,0.5042934550790198,0,0,0,137,4,0.248,14,1,0
25991.88,25045.168841275463,1.0378003061749927,0,0,0,568,56,0.176,9,2,0
26112.17,49885.12546634267,0.5234460006245183,1,1,1,13,0,0.431,19,6,1
19841.59,19152.751010142674,1.0359656275023101,0,0,0,135,3,0.119,18,1,0
16176.39,13469.515828403257,1.200962808725611,0,0,0,576,41,0.315,2,0,0
10510.28,18259.39274452398,0.5756093684640926,0,1,0,610,30,0.106,14,1,0
14541.94,8168.955858516623,1.7801466250224862,0,0,0,324,9,0.144,12,0,0
5982.53,6708.910439241287,0.8917291157533137,0,0,0,188,8,0.161,15,1,0
22440.07,26313.100529167474,0.8528098915284061,0,0,0,317,10,0.141,12,0,0
5878.91,3348.8583490358847,1.7554965955133612,0,1,0,175,5,0.84,11,1,1
10051.12,9803.653365476543,1.025241926200824,0,0,0,291,20,0.259,5,0,0
3741.0,2466.863685511968,1.5165020899841652,0,0,0,250,6,0.272,8,2,0
2522.96,3144.009294268844,0.8024664972648335,0,0,0,288,8,0.415,5,3,0
3167.55,3253.622065205809,0.9735466484606513,0,0,0,456,13,0.273,13,3,0
111356.79,14756.747087899932,7.5461613775517975,1,1,1,46,1,0.979,14,4,1
2892.61,7874.978176883335,0.3673162666783987,1,1,1,122,8,0.2,12,0,0
3253.19,6244.15545499428,0.5209983468563636,0,0,0,326,9,0.226,17,0,0
6053.05,9535.759769026381,0.6347732749355766,0,0,0,228,7,0.531,2,1,0
27557.8,32409.737613995276,0.8502936931566762,0,0,0,532,14,0.283,13,1,0
35487.5,24431.85492370089,1.4525094172873605,0,0,0,649,32,0.145,18,0,0
27473.53,6189.950922054175,4.438408710309511,0,1,1,297,11,0.946,11,3,1
32262.64,37375.83722302181,0.8631951021455813,0,0,0,775,33,0.214,17,0,0
27609.54,66549.06387423401,0.41487499685075646,0,0,0,493,21,0.152,3,1,0
4520.36,4125.500269393446,1.0957123421447021,0,0,0,184,6,0.591,17,2,0
2360.82,5099.090043786252,0.4629888483142205,0,1,0,656,29,0.175,10,0,0
13880.45,16002.699990110334,0.8673818440875594,0,0,0,126,9,0.022,11,0,0
7745.61,5241.8041973843465,1.4776617072108158,0,0,0,481,13,0.283,8,1,0
7494.6,6145.0204752106065,1.2196219194007025,0,0,0,88,11,0.038,0,2,0
17268.64,29092.594621182736,0.5935750247042877,0,0,0,606,50,0.281,9,0,0
20922.46,13984.546901644417,1.4961131713868896,0,0,0,571,43,0.506,16,1,0
2732.39,5844.38392949855,0.46752410195193844,0,0,1,42,1,0.425,15,1,0
1664.66,3665.3966915848223,0.45415593228459517,1,1,1,6,0,0.499,13,7,1
3988.49,6854.062291095514,0.5819156867402304,0,0,0,447,13,0.109,10,1,0
3702.96,6122.616786080506,0.6047996119911826,0,0,0,605,50,0.473,12,0,0
53757.26,28777.6782477769,1.8680193601832984,0,0,0,251,22,0.011,8,1,0
385813.54,53106.49271879462,7.264903446567056,0,1,1,257,10,0.975,8,2,1
135522.8,38204.15589949588,3.5473312495267035,0,1,1,170,6,0.869,11,1,1
2410.45,3491.020174257088,0.6904721104991162,0,0,0,364,10,0.466,13,0,0
25547.15,14160.850465471412,1.8040688817082247,0,0,0,320,13,0.67,19,0,0
15160.13,6181.9768217789815,2.4523111023636943,0,1,0,187,6,0.441,8,1,1
17026.73,6145.380778642646,2.7706542833611896,1,1,1,643,53,0.264,7,0,0
1084.48,9239.667958387952,0.11737261458330268,1,1,1,7,0,0.589,14,8,1
28219.25,25355.641448558647,1.1129378452366538,0,0,0,261,17,0.101,14,0,0
2258.38,3806.08042320487,0.5933608922225575,0,0,0,723,21,0.315,17,0,0
85719.99,41768.98514040768,2.0522401187372328,0,0,0,285,8,0.781,14,2,0
41173.08,28544.545294445874,1.4424148154453882,0,0,0,195,6,0.217,16,2,0
36966.78,12517.971453432578,2.9530967787330815,0,1,0,140,4,0.81,11,1,1
14966.82,24842.079942241224,0.6024787102959374,0,0,0,76,7,0.214,17,1,0
16962.28,13557.414966114276,1.2511440504993496,1,1,1,299,37,0.118,12,1,0
8314.31,6988.54784421643,1.1897050887841196,0,1,0,119,3,0.557,17,1,1
143868.07,21205.539804462598,6.78445686306358,0,1,1,103,4,0.751,1,2,1
188843.15,23854.394238568886,7.916493108006665,0,1,1,262,10,0.945,19,2,1
2434.03,2933.7130175736047,0.8296768934042869,0,0,0,663,47,0.315,11,2,0
9345.29,13625.22366890119,0.6858815870774689,1,1,1,199,7,0.295,9,1,0
10850.49,15916.175773870058,0.6817272508702087,0,0,0,50,1,0.209,15,3,0
5207.69,3803.519817790192,1.369175809645713,0,0,0,635,42,0.251,16,0,0
10509.98,9516.298596102399,1.1044186057354421,0,0,0,452,14,0.345,11,0,0
15231.68,9531.376422489451,1.5980564354692175,0,0,0,735,25,0.249,6,0,0
106899.35,14610.491552106721,7.316615743779606,1,1,1,36,1,0.905,3,3,1
133861.32,15852.613286406171,8.444116862398193,0,1,1,194,7,0.95,21,2,1
73667.21,41300.328068382725,1.783695499895921,0,0,0,419,29,0.324,7,0,0
1575.18,3262.0387181943656,0.4828808827492189,0,0,0,495,33,0.399,9,0,0
9420.0,11461.465222784022,0.8218846780948253,1,1,1,259,23,0.187,14,0,0
19957.19,22408.239239151928,0.890618574785587,0,0,0,503,38,0.085,17,2,0
5886.8,6484.993311010043,0.9077580428767319,0,0,0,298,9,0.446,9,0,0
21276.52,21025.623927761062,1.0119326420344346,0,0,0,184,13,0.304,7,3,0
9186.48,12874.816475790163,0.7135235686056737,0,0,0,643,20,0.33,11,1,0
30027.79,24936.882234114597,1.2041519069233237,0,0,0,703,18,0.368,20,2,0
37203.03,16875.58082410004,2.2045478872384967,0,1,0,219,7,0.614,14,1,1
122981.97,20901.729173230557,5.883817811870433,0,1,1,174,6,0.783,11,3,1
9151.79,9888.8848283763,0.9254623268878004,0,0,0,573,15,0.033,15,0,0
74383.33,65743.59386047506,1.131415639946853,1,1,1,153,6,0.164,21,1,0
30882.35,14881.871680034492,2.075165952525532,0,0,0,300,12,0.129,19,0,0
12631.34,11671.657549407215,1.0822232271875716,0,0,0,461,19,0.319,7,0,0
19572.43,20557.549782291968,0.9520797583031556,0,0,0,453,18,0.401,13,0,0
8122.27,11299.925917798442,0.718789879140259,0,0,0,228,6,0.232,8,2,0
9844.54,20914.219990648788,0.47071014142349266,0,0,0,612,24,0.109,17,0,0
12306.6,10791.30265652688,1.1404184809166753,0,0,0,351,43,0.367,13,5,0
6811.41,5546.181906601671,1.2281250874585747,0,0,0,309,9,0.273,8,0,0
7256.36,15147.50954524061,0.47904670790805437,0,0,0,618,15,0.067,10,2,0
35660.34,3848.8168518961093,9.265274582170537,1,1,1,15,0,0.833,3,4,1
12731.75,5303.357171440504,2.400696279957655,0,1,0,158,5,0.744,17,1,1
2110.2,4351.98215194671,0.48488164228142416,0,0,0,697,25,0.183,8,0,0
14591.17,7315.81673186818,1.9944691171169848,0,0,0,345,38,0.714,11,2,0
5818.94,4665.236117931953,1.247297258157939,0,0,0,557,17,0.341,9,0,0
6009.65,11137.214716658877,0.5396005364825845,0,0,1,764,42,0.207,17,1,0
3508.2,2747.7708728557186,1.2767422747525317,0,0,0,738,35,0.083,11,1,0
17441.84,19243.292690379138,0.9063856731917298,0,0,0,565,14,0.063,10,0,0
128932.38,13553.398268558994,9.512918679398808,1,1,1,45,0,0.99,0,3,1
23824.26,22341.02332684574,1.0663906056011472,0,0,0,280,15,0.339,14,2,0
18678.8,17193.751683222865,1.0863716201832376,0,0,0,643,22,0.054,9,1,0
4162.82,9105.967696502768,0.4571531367850715,0,0,0,637,21,0.024,21,0,0
17940.53,11998.942965828719,1.495175899963214,0,0,0,50,1,0.117,7,0,0
12046.24,10705.783597584468,1.1252089089742254,0,0,0,10,1,0.094,5,0,0
3488.14,3437.670855200837,1.0146810724943205,0,0,0,768,19,0.384,15,1,0
2604.23,2130.322977782395,1.222457543021645,1,1,1,445,14,0.71,10,2,0
3281.16,4266.920851288987,0.7689757232218052,0,0,0,409,51,0.429,13,0,0
5971.24,7630.610769301122,0.7825379971036629,0,0,0,672,84,0.165,9,0,0
9592.28,7597.61196437704,1.262539037094199,0,0,0,450,21,0.567,8,0,0
12526.15,4268.231925140592,2.9347394586272255,0,1,0,100,3,0.825,9,1,1
4298.84,5491.324653158145,0.7828425897881655,0,0,0,281,14,0.33,9,2,0
4250.12,3420.9076478383236,1.2423961149479725,0,0,0,116,8,0.365,11,2,0
9018.01,14746.437535926329,0.6115382654352708,0,0,0,641,45,0.226,9,0,0
5968.86,2895.553695493747,2.061387094975703,0,0,0,638,42,0.118,13,0,0
67236.22,33839.59433442208,1.9869096603226752,0,0,0,351,14,0.119,0,0,0
19530.33,9766.92645957115,1.9996389437718185,1,1,1,58,2,0.118,9,2,0
6118.04,4954.72877276517,1.234788268995051,0,0,0,331,15,0.085,2,2,0
5713.03,2920.239371647788,1.9563555481975485,0,0,0,653,18,0.081,13,0,0
5980.44,10043.687132846291,0.5954430944603213,0,0,0,95,2,0.295,17,0,0
1338.9,2979.5642050693036,0.449360048321145,0,0,0,211,8,0.827,15,1,0
25586.85,23261.30718214929,1.0999749129514778,0,0,0,137,4,0.259,12,2,0
16749.89,35100.35205850925,0.4772001671948778,0,0,0,760,26,0.322,15,2,0
4791.73,6101.300601546251,0.7853614305451827,0,0,0,302,9,0.082,8,1,0
3156.55,3174.4624822999644,0.9943582953358856,0,0,0,771,35,0.286,15,0,0
15574.98,15963.438396340229,0.9756657143273155,0,0,0,470,12,0.163,12,2,0
10036.42,17587.604809656117,0.570652787003825,0,0,0,77,5,0.128,9,2,0
6629.01,13582.789892649525,0.48804450876416616,1,1,1,13,0,0.517,17,8,1
37014.1,10785.533131433967,3.4318286702880885,0,0,0,690,69,0.211,8,0,0
13315.49,5180.573970905978,2.570273394613467,0,0,0,795,99,0.14,12,2,0
8608.01,5436.790420651774,1.5832894184017545,0,0,0,18,1,0.154,12,0,0
6828.98,12151.584206251868,0.5619826686078625,0,0,0,201,7,0.031,9,1,0
33374.23,29691.65528241034,1.1240273331014246,0,0,0,52,1,0.179,0,0,0
5611.28,8186.98929255316,0.6853897150539124,1,1,1,756,20,0.266,6,0,0
28158.61,28347.229701618508,0.9933460253461207,0,0,0,331,33,0.182,17,0,0
33774.59,35004.34451645933,0.964868407574179,0,0,0,497,55,0.451,9,0,0
2870.47,6372.814012514906,0.4504236049585651,0,0,0,452,16,0.145,8,0,0
76850.41,66401.28165960615,1.1573634027387192,0,0,0,239,7,0.249,11,0,0
9149.95,20614.599000726124,0.443857924104323,0,0,0,475,26,0.6,11,0,0
10954.06,13041.685492787563,0.8399264015257764,1,1,1,474,26,0.226,10,1,0
15286.98,24470.237217800102,0.6247172223409512,0,0,0,735,38,0.247,11,0,0
3426.37,2197.421751387059,1.559268047085526,0,0,0,191,4,0.038,14,0,0
7724.09,10192.728070705518,0.7578043081670498,0,0,0,164,8,0.562,11,2,0
42981.3,32183.367907833584,1.3355129062916817,0,0,0,272,12,0.098,13,1,0
28863.72,11378.292664574014,2.53673576104392,0,1,0,206,6,0.589,8,1,1
8126.73,8630.923537378842,0.9415832828895414,0,1,0,158,7,0.363,16,3,0
18832.44,15243.402998834183,1.2354483020068405,0,0,0,691,31,0.464,19,0,0
5684.16,13736.106626334617,0.41381192081614077,0,0,0,763,31,0.56,5,1,0
2953.44,3431.284855077763,0.8607377107475469,0,0,0,107,8,0.198,10,0,0
10879.37,7999.371249180835,1.3600276841745627,0,0,0,353,9,0.23,11,1,0
66611.64,41229.723810518,1.6156217406549969,0,0,0,259,19,0.671,13,0,0
1596.55,2103.1732224898383,0.7591140579135596,0,0,0,772,48,0.014,14,0,0
8689.44,5177.848483806092,1.678195606580817,0,0,0,601,42,0.21,10,0,0
4068.64,3843.6135225816824,1.0585452532837059,0,0,0,327,10,0.304,7,0,0
5122.7,5260.889870583308,0.9737324965762908,0,0,0,40,2,0.145,18,0,0
3182.05,8081.14205444154,0.3937625793349744,0,0,0,588,58,0.436,13,0,0
12040.05,7080.03996056071,1.7005618133970593,0,0,0,718,89,0.292,9,0,0
13387.32,15632.143875225749,0.8563968546636769,0,0,0,550,25,0.466,5,1,0
17543.33,33525.09308046921,0.5232894417539601,0,0,0,250,7,0.342,7,3,0
21191.31,18006.005988252953,1.1769025486067246,0,0,0,148,5,0.244,5,1,0
2839.7,2335.035847798652,1.216127534157185,0,0,0,102,4,0.701,9,2,0
4338.5,12251.224140311513,0.35412760607492966,1,1,1,7,0,0.565,21,7,1
9620.22,8538.906457307654,1.126633753750403,0,0,0,411,37,0.209,12,0,0
26242.16,15703.210799929151,1.6711332115471986,0,0,0,658,17,0.302,12,0,0
28823.27,22797.86500394564,1.264296955858149,0,0,0,63,3,0.168,17,0,0
10632.11,19036.567194255516,0.558509736795716,1,1,1,22,0,0.326,18,4,1
3581.87,3934.1381751234458,0.9104598092928479,0,0,0,97,4,0.564,15,1,0
11299.5,7054.275676740509,1.6017947481332602,0,0,0,282,7,0.162,13,0,0
7110.23,5694.618031358463,1.2485880593906211,0,0,0,348,12,0.315,6,0,0
3628.08,8790.581047655198,0.4127236959104445,0,0,0,102,12,0.349,12,0,0
3327.1,3407.7293501366175,0.9763407053017492,0,0,0,223,6,0.494,15,3,0
25594.61,3675.8161784842105,6.962974337925054,1,1,1,8,1,0.8,0,2,1
4980.37,8634.924715720284,0.5767707347764063,0,0,0,120,8,0.232,17,1,0
1179.09,2250.182297548521,0.5239997173178699,0,0,0,585,16,0.383,17,1,0
12870.4,8993.65064691233,1.4310535874958878,0,0,0,799,39,0.279,11,0,0
30388.26,24250.491413463053,1.2530987304757792,0,0,0,403,13,0.237,12,0,0
4585.33,6341.035966645922,0.7231197368989211,0,0,0,72,2,0.214,8,1,0
18266.44,17879.890525221872,1.0216192767304828,0,0,0,728,23,0.361,14,1,0
8961.62,6233.026210884071,1.4377644487469026,1,1,1,536,21,0.169,9,1,0
7716.73,23959.772680033668,0.3220704116619266,1,1,1,14,0,0.396,19,4,1
4197.11,2458.906829435693,1.7068999422570925,0,0,0,643,20,0.271,6,1,0
1863.66,2036.2809737154362,0.9152263250848707,0,0,0,383,17,0.293,15,0,0
59891.74,44801.56316802478,1.3368226434082133,0,0,0,701,58,0.709,17,0,0
4470.73,11706.677114258411,0.38189534684368787,0,0,0,444,37,0.342,5,0,0
3826.01,4243.58446743276,0.9015996053142982,0,0,0,290,22,0.302,11,0,0
12822.55,22074.04675268953,0.580888170343184,0,0,0,92,2,0.149,5,1,0
2369.39,3597.9926743870365,0.658530240350832,0,0,0,604,19,0.198,9,0,0
12514.12,17461.239063189518,0.7166796966745669,0,0,0,188,8,0.133,9,2,0
289029.65,48852.758122754254,5.9163425164796415,1,1,1,25,0,0.941,1,2,1
6186.52,5155.759632146128,1.1999232907836863,0,0,0,694,22,0.076,10,0,0
5057.34,6301.775103187837,0.8025260736571769,0,0,0,619,15,0.109,3,0,0
4301.47,6569.964458787125,0.6547178815405471,1,1,1,594,27,0.399,5,3,0
27360.53,34297.09138371196,0.7977507168472671,1,1,1,12,0,0.437,22,6,1
14992.61,20200.168263976142,0.7422023181891935,0,0,0,506,14,0.359,10,2,0
4398.88,4109.965251676291,1.0702951269677363,0,0,0,777,22,0.361,4,1,0
4200.71,10387.490020065763,0.40440051222570167,0,0,0,491,14,0.238,13,0,0
7910.01,8578.766312257743,0.922045332028678,0,0,0,52,2,0.097,14,1,0
7196.24,5398.738374887289,1.3329476531889475,0,0,0,80,3,0.185,12,0,0
25966.36,33319.856260472225,0.7793057743260638,0,0,0,248,8,0.218,11,1,0
40655.01,21683.693385262606,1.8749116045788754,0,0,0,524,14,0.135,8,1,0
7310.09,6545.482031479685,1.1168146609828988,0,0,0,308,9,0.454,16,0,0
1843.51,2881.582491807167,0.6397572044956373,0,0,0,28,1,0.089,7,2,0
125530.36,116023.10992752587,1.0819427327788478,0,0,0,237,10,0.013,9,3,0
6288.82,3155.6861200411804,1.9928541213112159,0,0,0,114,5,0.121,9,0,0
22163.2,25980.998785069638,0.8530540794710036,0,0,0,525,19,0.066,10,0,0
2748.83,3671.915119745654,0.74860982595951,0,0,1,138,4,0.486,6,0,0
11387.25,21382.171499525797,0.5325581560175582,0,0,0,765,76,0.462,17,1,0
63399.35,23149.821582241373,2.7386539360435123,0,0,0,450,13,0.407,7,1,0
38718.34,25429.68052290744,1.52256508832093,0,0,0,711,59,0.381,17,1,0
12013.61,8795.86132056924,1.3658255383991786,0,0,0,477,59,0.226,4,1,0
3983.51,4881.148025685588,0.8161004829200746,0,0,0,198,5,0.338,11,1,0
19633.22,18819.25013228097,1.0432518985033363,0,0,0,90,3,0.441,15,0,0
96017.98,12694.263241849812,7.563887223958048,0,1,1,386,15,0.896,2,2,1
18098.36,14513.171975695612,1.247029602176252,0,0,0,538,16,0.146,13,0,0
11983.03,10855.047981770798,1.103912981134693,0,0,0,429,21,0.489,5,3,0
4461.43,2354.389122748425,1.8949432252809748,0,0,0,395,11,0.424,11,3,0
16770.23,14954.957201548628,1.1213827473703413,0,0,0,294,8,0.271,11,0,0
7764.98,6067.249107038059,1.2798194805280536,0,0,0,114,8,0.383,8,0,0
19967.7,10468.163596386483,1.9074688916132598,0,0,0,753,68,0.32,10,1,0
10324.81,3475.567591703145,2.9706843620177077,0,0,0,382,19,0.352,15,2,0
3490.19,2745.6975344132143,1.2711505253272772,0,0,0,619,38,0.198,8,1,0
1820.22,3321.81383134944,0.5479588233408506,0,0,0,662,16,0.202,10,2,0
279798.92,36870.19691573012,7.588755816407701,1,1,1,46,1,0.901,1,2,1
6289.7,3987.207370202588,1.5774691685710316,0,0,0,122,7,0.112,11,1,0
11579.36,22920.2119437552,0.5052029222495183,0,0,0,248,7,0.413,15,0,0
9393.44,13876.935061139671,0.6769100337411443,0,0,0,235,19,0.287,6,0,0
14418.12,13631.68948900809,1.057691384227818,0,0,0,107,5,0.304,5,0,0
32286.4,41030.87352915714,0.7868805335996097,0,0,0,17,1,0.272,6,0,0
48653.97,24878.040070692103,1.9556995044185566,0,0,0,312,12,0.314,13,0,0
31914.73,5980.750906787154,5.3362409150199905,1,1,1,25,0,0.984,3,3,1
8112.41,21291.169473435886,0.3810224180821628,0,0,0,337,9,0.166,14,0,0
19115.23,29983.645319635572,0.6375218905005551,0,0,0,86,5,0.254,10,0,0
8970.36,7553.645211307992,1.1875542840308797,0,0,0,595,66,0.175,11,0,0
11981.51,9284.411659881112,1.290497070213385,0,0,0,100,5,0.5,7,0,0
1997.56,3369.6071353039047,0.5928169446921044,0,0,0,72,2,0.339,10,3,0
16211.14,10345.766842577621,1.5669343593494829,0,0,0,27,1,0.544,12,2,0
11154.33,15355.944815140016,0.7263853218581812,0,0,0,338,9,0.126,15,0,0
11112.62,9655.575166253342,1.1509020100368872,0,0,0,473,39,0.221,13,2,0
14986.34,10007.10258591474,1.4975702428420314,0,1,0,165,5,0.451,10,1,1
18289.44,25419.13122049783,0.7195148450582316,0,0,0,31,1,0.453,13,0,0
4712.55,4008.262309421068,1.175707779722583,0,0,0,182,16,0.303,15,1,0
83493.35,11976.092567690936,6.971668998118501,0,1,1,136,5,0.866,21,3,1
3056.13,5917.857282746529,0.5164247848053352,0,0,0,386,11,0.079,11,0,0
5657.45,2804.898118698071,2.0169883495215606,0,0,0,407,16,0.069,3,0,0
2349.22,2594.101546472651,0.9056008176170428,0,0,0,569,28,0.168,6,1,0
33681.51,27109.849813248245,1.2424085135755152,0,0,0,669,25,0.422,9,0,0
4273.13,5145.343498876226,0.8304850275738322,0,0,0,720,19,0.052,13,0,0
24248.82,26484.24683705423,0.9155941492681283,0,0,0,312,16,0.234,12,1,0
3207.31,2646.223947076457,1.2120310745665157,1,1,1,29,1,0.411,3,1,0
11857.6,11941.475391516675,0.9929759571210176,0,0,0,532,15,0.291,4,2,0
6756.04,3937.000315970677,1.7160376127613608,0,0,0,698,22,0.523,18,2,0
66696.72,60221.389208435015,1.1075253927101163,0,0,0,748,34,0.18,2,0,0
35787.82,35213.63884012856,1.0163055155593306,0,0,0,349,29,0.486,11,1,0
95361.38,56925.70364569203,1.6751901958618736,0,0,0,34,3,0.352,10,1,0
3504.85,6862.963213356382,0.5106908792378051,0,0,0,145,5,0.176,12,0,0
4653.29,5898.403969844612,0.7889062669541504,0,0,0,473,18,0.102,11,0,0
7787.39,7161.344870321944,1.087419834070041,0,0,0,112,3,0.396,8,2,0
11923.24,4055.2252008656096,2.9402169614555893,0,1,0,78,2,0.599,15,1,1
21750.88,22654.604858149854,0.9601085168633982,0,0,0,611,61,0.373,10,0,0
10236.4,8529.505009270324,1.200116928744827,0,0,1,283,7,0.305,15,4,0
41114.89,20328.74774131445,2.022499771596686,0,0,0,121,6,0.338,9,1,0
